Ticker,Company Name,Sector,Industry
BSTG,"Biostage, Inc.",Healthcare,Biotechnology
BSX,BOSTON SCIENTIFIC CORP,Healthcare,Medical Devices
BSY,BENTLEY SYSTEMS INC,Technology,Application Software
BTAI,"BioXcel Therapeutics, Inc.",Healthcare,Biotechnology
BTU,PEABODY ENERGY CORP,Basic Materials,Metals & Mining
BURL,"Burlington Stores, Inc.",Consumer Defensive,Retail - Defensive
BV,"BrightView Holdings, Inc.",Industrials,Business Services
BVS,Bioventus Inc.,Healthcare,Health Care Providers
BVSN,BROADVISION INC,Technology,Application Software
BV_old,Bazaarvoice Inc,Technology,Application Software
BWA,BORGWARNER INC,Consumer Cyclical,Autos
BWLA,BOWL AMERICA INC,Consumer Cyclical,Entertainment
BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense
BX,Blackstone Group L.P.,Financial Services,Asset Management
BXC,BlueLinx Holdings Inc.,Basic Materials,Building Materials
BXP,BOSTON PROPERTIES INC,Real Estate,REITs
BYD,BOYD GAMING CORP,Consumer Cyclical,Travel & Leisure
BYND,"BEYOND MEAT, INC.",Consumer Defensive,Consumer Packaged Goods
BZH,BEAZER HOMES USA INC,Consumer Cyclical,Homebuilding & Construction
BZUN,Baozun Inc.,,
C,CITIGROUP INC,Financial Services,Banks
C649,Dialogic Inc.,,
CA,"CA, INC.",Technology,Application Software
CABO,"Cable One, Inc.",Business Services,Communication Services
CACC,CREDIT ACCEPTANCE CORP,Financial Services,Credit Services
CACI,CACI INTERNATIONAL INC /DE/,Technology,Application Software
CAG,CONAGRA FOODS INC /DE/,Consumer Defensive,Consumer Packaged Goods
CAGU,CASTLE GROUP INC,Real Estate,Real Estate Services
CAH,CARDINAL HEALTH INC,Healthcare,Medical Distribution
CAKE,CHEESECAKE FACTORY INC,Consumer Cyclical,Restaurants
CAL,CALERES INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
CALA,"Calithera Biosciences, Inc.",Healthcare,Biotechnology
CALD,CALLIDUS SOFTWARE INC,Technology,Application Software
CALL,MAGICJACK VOCALTEC LTD,Business Services,Communication Services
CALM,CAL-MAINE FOODS INC,Consumer Defensive,Consumer Packaged Goods
CALX,"CALIX, INC",Technology,Application Software
CAMP,CalAmp Corp.,Technology,Communication Equipment
CANO,"Cano Health, Inc.",Healthcare,Health Care Providers
CAPC,"CAPSTONE COMPANIES, INC.",,
CAPL,CrossAmerica Partners LP,Consumer Defensive,Retail - Defensive
CAR,"AVIS BUDGET GROUP, INC.",Consumer Cyclical,Retail - Apparel & Specialty
CARG,"CarGurus, Inc.",Technology,Online Media
CARR,Carrier Global Corp,Industrials,Industrial Products
CARS,Cars.com Inc.,Consumer Cyclical,Autos
CASA,Casa Systems Inc,Technology,Communication Equipment
CASI,"CASI Pharmaceuticals, Inc.",Healthcare,Biotechnology
CASY,CASEYS GENERAL STORES INC,Consumer Defensive,Retail - Defensive
CAT,CATERPILLAR INC,Industrials,Farm & Construction Machinery
CATO,CATO CORP,Consumer Cyclical,Retail - Apparel & Specialty
CAVM,Cavium Inc,Technology,Semiconductors
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty
CBB,CINCINNATI BELL INC,Business Services,Communication Services
CBI,CHICAGO BRIDGE & IRON CO N V,Industrials,Engineering & Construction
CBKCQ,CHRISTOPHER & BANKS CORP,Consumer Cyclical,Retail - Apparel & Specialty
CBKM,CONSUMERS BANCORP INC /OH/,Financial Services,Banks
CBLK,"Carbon Black, Inc.",Technology,Application Software
CBM,CAMBREX CORP,Healthcare,Biotechnology
CBOE,"CBOE Holdings, Inc.",Financial Services,"Brokers, Exchanges & Other"
CBRE,CBRE Group,Real Estate,Real Estate Services
CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC",Consumer Cyclical,Restaurants
CBSH,COMMERCE BANCSHARES INC /MO/,Financial Services,Banks
CBT,CABOT CORP,Basic Materials,Chemicals
CBZ,"CBIZ, Inc.",,
CC,Chemours Co,Basic Materials,Chemicals
CCE,"COCA-COLA REFRESHMENTS USA, INC.",Consumer Defensive,Beverages - Non-Alcoholic
CCF,CHASE CORP,Industrials,Industrial Products
CCFI,Community Choice Financial Inc.,,
CCH,"Cheniere Corpus Christi Holdings, LLC",Energy,Oil & Gas - Refining & Marketing
CCI,Crown Castle International Corp.,Business Services,Communication Services
CCK,Crown Holdings Inc,Consumer Cyclical,Packaging & Containers
CCL,CARNIVAL CORP,Consumer Cyclical,Travel & Leisure
CCMP,CABOT MICROELECTRONICS CORP,Technology,Semiconductors
CCO,"Clear Channel Outdoor Holdings, Inc.",Business Services,Other
CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC.",Business Services,Communication Services
CCS,"Century Communities, Inc.",Consumer Cyclical,Homebuilding & Construction
CCXI,"ChemoCentryx, Inc.",Healthcare,Biotechnology
CDAY,Ceridian HCM Holding Inc.,Technology,Application Software
CDE,"Coeur Mining, Inc.",Basic Materials,Metals & Mining
CDI,CDI CORP,,
CDK,"CDK Global, Inc.",Technology,Application Software
CDMO,"Avid Bioservices, Inc.",Healthcare,Biotechnology
CDNA,"CareDx, Inc.",Healthcare,Medical Diagnostics & Research
CDNS,CADENCE DESIGN SYSTEMS INC,Technology,Application Software
CDR,"CEDAR REALTY TRUST, INC.",Real Estate,REITs
CDW,CDW Corp,Technology,Application Software
CDXS,"CODEXIS, INC.",Healthcare,Biotechnology
CDZI,CADIZ INC,Industrials,Engineering & Construction
CE,Celanese Corp,Basic Materials,Chemicals
CELC,Celcuity Inc.,Healthcare,Biotechnology
CELG,CELGENE CORP /DE/,Healthcare,Biotechnology
CELH,"Celsius Holdings, Inc.",Consumer Defensive,Beverages - Non-Alcoholic
CEMI,"CHEMBIO DIAGNOSTICS, INC.",,
CENT,CENTRAL GARDEN & PET CO,Consumer Defensive,Consumer Packaged Goods
CENX,CENTURY ALUMINUM CO,Basic Materials,Metals & Mining
CEQP,Crestwood Equity Partners LP,,
CERN,CERNER CORP /MO/,Technology,Application Software
CERS,CERUS CORP,Healthcare,Medical Diagnostics & Research
CETV,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD,Consumer Cyclical,Entertainment
CETX,CEMTREX INC,Industrials,Industrial Products
CEVA,CEVA INC,Technology,Communication Equipment
CF,"CF Industries Holdings, Inc.",Basic Materials,Agriculture
CFG,Citizens Financial Group,Financial Services,Banks
CFLT,"Confluent, Inc.",Technology,Application Software
CFMS,ConforMIS Inc,Healthcare,Medical Instruments & Equipment
CFR,"CULLEN/FROST BANKERS, INC.",Financial Services,Banks
CFX,Colfax CORP,Industrials,Engineering & Construction
CGA,"China Green Agriculture, Inc.",Basic Materials,Agriculture
CGNX,COGNEX CORP,Technology,Computer Hardware
CGRN,Capstone Green Energy Corp,Industrials,Industrial Products
CHAP,"Chaparral Energy, Inc.",,
CHART,Vistra Energy Corp.,Utilities,Utilities - Independent Power Producers
CHD,Church & Dwight,Consumer Defensive,Consumer Packaged Goods
CHDN,CHURCHILL DOWNS Inc,Consumer Cyclical,Travel & Leisure
CHE,CHEMED CORP,Healthcare,Health Care Providers
CHEF,"Chefs' Warehouse, Inc.",Consumer Defensive,Retail - Defensive
CHGG,"CHEGG, INC",Consumer Cyclical,Personal Services
CHH,CHOICE HOTELS INTERNATIONAL INC /DE,Consumer Cyclical,Travel & Leisure
CHK,Chesapeake Energy,Energy,Oil & Gas - E&P
CHKE,CHEROKEE INC,Consumer Cyclical,Retail - Apparel & Specialty
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES LTD,,
CHNG,Change Healthcare Inc.,Technology,Application Software
CHPT,"ChargePoint Holdings, Inc.",Industrials,Transportation & Logistics
CHRS,"Coherus BioSciences, Inc.",Healthcare,Biotechnology
CHRW,C. H. Robinson Worldwide,Industrials,Transportation & Logistics
CHSP,Chesapeake Lodging Trust,Real Estate,REITs
CHTR,Charter Communications,Business Services,Communication Services
CHWY,"Chewy, Inc.",Consumer Cyclical,Retail - Apparel & Specialty
CI,CIGNA Corp.,Healthcare,Health Care Plans
CICC,"China Internet Cafe Holdings Group, Inc.",,
CIDM,Cinedigm Corp.,Consumer Cyclical,Entertainment
CIE,"Cobalt International Energy, Inc.",Energy,Oil & Gas - E&P
CIEN,CIENA CORP,Technology,Communication Equipment
CIK,"Crédit Suisse Asset Management Income Fund, INC.",Financial Services,Asset Management
CIK0001446,"Macquarie Equipment Leasing Fund, LLC",,
CIK0001536,"iVoiceIdeas, Inc.",,
CINF,CINCINNATI FINANCIAL CORP,Financial Services,Insurance - Property & Casualty
CIO,"City Office REIT, Inc.",,
CIT,CIT GROUP INC,Financial Services,Banks
CIVI,"Civitas Solutions, Inc.",,
CK00007861,GYMBOREE CORP,,
CK00011568,INTELSAT INVESTMENTS S.A.,,
CK00015503,"BakerCorp International, Inc.",,
CKP,CHECKPOINT SYSTEMS INC,Consumer Cyclical,Packaging & Containers
CL,COLGATE PALMOLIVE CO,Consumer Defensive,Consumer Packaged Goods
CLAR,Clarus Corp,Consumer Cyclical,Travel & Leisure
CLBK,"Columbia Financial, Inc.",Financial Services,Banks
CLBS,"CALADRIUS BIOSCIENCES, INC.",Healthcare,Biotechnology
CLC,CLARCOR INC.,Industrials,Industrial Products
CLCT,COLLECTORS UNIVERSE INC,Industrials,Business Services
CLDR,"Cloudera, Inc.",Technology,Application Software
CLDT,Chatham Lodging Trust,Real Estate,REITs
CLF,CLEVELAND-CLIFFS INC.,Basic Materials,Metals & Mining
CLFD,"Clearfield, Inc.",Technology,Communication Equipment
CLGX,"CORELOGIC, INC.",Industrials,Business Services
CLH,CLEAN HARBORS INC,Industrials,Waste Management
CLI,MACK CALI REALTY CORP,,
CLNE,Clean Energy Fuels Corp.,Energy,Oil & Gas - Refining & Marketing
CLR,"CONTINENTAL RESOURCES, INC",Energy,Oil & Gas - E&P
CLRB,"Cellectar Biosciences, Inc.",Healthcare,Biotechnology
CLSK,"CLEANSPARK, INC.",,
CLVT,CLARIVATE Plc,Technology,Application Software
CLX,CLOROX CO /DE/,Consumer Defensive,Consumer Packaged Goods
CMA,Comerica Inc.,Financial Services,Banks
CMBG,"Cellular Biomedicine Group, Inc.",,
CMBM,Cambium Networks Corp,Technology,Communication Equipment
CMC,COMMERCIAL METALS Co,Basic Materials,Steel
CMCO,COLUMBUS MCKINNON CORP,Industrials,Farm & Construction Machinery
CMCSA,COMCAST CORP,Business Services,Communication Services
CMD,CANTEL MEDICAL CORP,Healthcare,Medical Instruments & Equipment
CME,CME Group Inc.,Financial Services,"Brokers, Exchanges & Other"
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Cyclical,Restaurants
CMI,CUMMINS INC,Industrials,Industrial Products
CMLS,CUMULUS MEDIA INC,Consumer Cyclical,Entertainment
CMND,CALEMINDER INC,,
CMP,COMPASS MINERALS INTERNATIONAL INC,Basic Materials,Metals & Mining
CMPR,CIMPRESS N.V.,Consumer Cyclical,Advertising & Marketing Services
CMRO,COMARCO INC,Technology,Communication Equipment
CMS,CMS Energy,Utilities,Utilities - Regulated
CMT,CORE MOLDING TECHNOLOGIES INC,Consumer Cyclical,Autos
CMTL,COMTECH TELECOMMUNICATIONS CORP /DE/,Technology,Communication Equipment
CNA,Cna Financial Corp,Financial Services,Insurance - Property & Casualty
CNC,Centene Corporation,Healthcare,Health Care Plans
CNDT,CONDUENT Inc,Industrials,Business Services
CNFR,"Conifer Holdings, Inc.",Financial Services,Insurance - Property & Casualty
CNK,"Cinemark Holdings, Inc.",Consumer Cyclical,Entertainment
CNM,"Core & Main, Inc.",Industrials,Industrial Products
CNND,CANANDAIGUA NATIONAL CORP,Financial Services,Banks
CNNX,CONE Midstream Partners LP,Energy,Oil & Gas - Midstream
CNO,"CNO Financial Group, Inc.",,
CNP,CenterPoint Energy,Utilities,Utilities - Regulated
CNR,"Cornerstone Building Brands, Inc.",Industrials,Engineering & Construction
CNS,COHEN & STEERS INC,Financial Services,Asset Management
CNSL,"Consolidated Communications Holdings, Inc.",Business Services,Communication Services
CNTG,Centogene N.V.,Healthcare,Medical Diagnostics & Research
CNVR,"CONVERSANT, INC.",Technology,Online Media
CNX,CNX Resources Corp,Energy,Oil & Gas - E&P
CNXC,Concentrix Corp,Technology,Application Software
CNXR,CONNECTURE INC,Healthcare,Health Care Plans
CNXT,CONEXANT SYSTEMS INC,Technology,Semiconductors
COCO,"Vita Coco Company, Inc.",Consumer Defensive,Consumer Packaged Goods
CODA,"Coda Octopus Group, Inc.",Industrials,Aerospace & Defense
CODI,Compass Diversified Holdings,Industrials,Conglomerates
COF,Capital One Financial,Financial Services,Credit Services
COG,Cabot Oil & Gas,Energy,Oil & Gas - E&P
COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology
COHR,COHERENT INC,Technology,Computer Hardware
COIN,"Coinbase Global, Inc.",Financial Services,"Brokers, Exchanges & Other"
COKE,COCA COLA BOTTLING CO CONSOLIDATED /DE/,Consumer Defensive,Beverages - Non-Alcoholic
COL,Rockwell Collins,Industrials,Aerospace & Defense
COLM,Columbia Sportswear Co,Consumer Cyclical,Manufacturing - Apparel & Furniture
COMM,Commscope Holding Company Inc,Technology,Communication Equipment
CONE,CyrusOne Inc.,Real Estate,REITs
CONN,CONNS INC,Consumer Cyclical,Retail - Apparel & Specialty
COO,COOPER COMPANIES INC,Healthcare,Medical Instruments & Equipment
COP,ConocoPhillips,Energy,Oil & Gas - E&P
COR,CoreSite Realty Corp,Real Estate,REITs
CORR,"CorEnergy Infrastructure Trust, Inc.",,
CORT,CORCEPT THERAPEUTICS INC,Healthcare,Biotechnology
COST,COSTCO WHOLESALE CORP /NEW,Consumer Defensive,Retail - Defensive
COT,Primo Water Corp,Consumer Defensive,Beverages - Non-Alcoholic
COTV,"Cotiviti Holdings, Inc.",Technology,Application Software
COTY,COTY INC.,Consumer Defensive,Consumer Packaged Goods
COUP,Coupa Software Inc,Technology,Application Software
COVS,Covisint Corp,Technology,Application Software
CP,CANADIAN PACIFIC RAILWAY LTD/CN,Industrials,Transportation & Logistics
CPB,CAMPBELL SOUP CO,Consumer Defensive,Consumer Packaged Goods
CPE,CALLON PETROLEUM CO,Energy,Oil & Gas - E&P
CPLG,CorePoint Lodging Inc.,Real Estate,REITs
CPN,CALPINE CORP,Utilities,Utilities - Independent Power Producers
CPRI,Capri Holdings Ltd,Consumer Cyclical,Manufacturing - Apparel & Furniture
CPRT,COPART INC,Consumer Cyclical,Autos
CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Autos
CPSI,Computer Programs & Systems Inc,Technology,Application Software
CPT,Camden Property Trust,Real Estate,REITs
CPXX,Celator Pharmaceuticals Inc,Healthcare,Biotechnology
CQH,"Cheniere Energy Partners LP Holdings, LLC",Energy,Oil & Gas - Midstream
CQP,"Cheniere Energy Partners, L.P.",Energy,Oil & Gas - Midstream
CR,CRANE CO /DE/,Industrials,Industrial Products
CRAY,CRAY INC,Technology,Computer Hardware
CRBU,"Caribou Biosciences, Inc.",Healthcare,Biotechnology
CRC,California Resources Corp,Energy,Oil & Gas - E&P
CRD-A,CRAWFORD & CO,Business Services,Other
CRDF,"Cardiff Oncology, Inc.",Healthcare,Medical Diagnostics & Research
CRDO,Credo Technology Group Holding Ltd,,
CREE,CREE INC,Technology,Semiconductors
CRI,Carter's Inc,Consumer Cyclical,Retail - Apparel & Specialty
CRIS,CURIS INC,Healthcare,Biotechnology
CRL,CHARLES RIVER LABORATORIES INTERNATIONAL INC,Healthcare,Medical Diagnostics & Research
CRM,SALESFORCE COM INC,Technology,Application Software
CRNC,Cerence Inc.,Technology,Application Software
CROX,"Crocs, Inc.",Consumer Cyclical,Manufacturing - Apparel & Furniture
CRR,CARBO CERAMICS INC,Energy,Oil & Gas - Services
CRS,CARPENTER TECHNOLOGY CORP,Basic Materials,Metals & Mining
CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology
CRSR,"Corsair Gaming, Inc.",Consumer Cyclical,Travel & Leisure
CRTO,Criteo S.A.,Technology,Online Media
CRUS,CIRRUS LOGIC INC,Technology,Semiconductors
CRVS,"Corvus Pharmaceuticals, Inc.",Healthcare,Biotechnology
CRWD,"CrowdStrike Holdings, Inc.",Technology,Application Software
CRWS,CROWN CRAFTS INC,Consumer Cyclical,Manufacturing - Apparel & Furniture
CRY,CRYOLIFE INC,Healthcare,Medical Devices
CRZO,CARRIZO OIL & GAS INC,Energy,Oil & Gas - E&P
CSBR,"CHAMPIONS ONCOLOGY, INC.",Healthcare,Biotechnology
CSC,COMPUTER SCIENCES CORP,Industrials,Business Services
CSCO,"CISCO SYSTEMS, INC.",Technology,Communication Equipment
CSGP,COSTAR GROUP INC,Real Estate,Real Estate Services
CSGS,CSG SYSTEMS INTERNATIONAL INC,Technology,Application Software
CSII,Cardiovascular Systems Inc,Healthcare,Medical Devices
CSL,Carlisle Companies Inc,Consumer Cyclical,Autos
CSLT,"CASTLIGHT HEALTH, INC.",Technology,Application Software
CSOD,Cornerstone OnDemand Inc,Technology,Application Software
CSPR,Casper Sleep Inc.,Consumer Cyclical,Manufacturing - Apparel & Furniture
CSR,CENTERSPACE,,
CSRA,CSRA Inc.,Technology,Application Software
CSS,CSS INDUSTRIES INC,Consumer Cyclical,Retail - Apparel & Specialty
CST,"CST BRANDS, INC.",Consumer Defensive,Retail - Defensive
CSTL,CASTLE BIOSCIENCES INC,Healthcare,Biotechnology
CSU,CAPITAL SENIOR LIVING CORP,Healthcare,Health Care Providers
CSV,CARRIAGE SERVICES INC,,
CSWI,"CSW INDUSTRIALS, INC.",Industrials,Industrial Products
CSX,CSX CORP,Industrials,Transportation & Logistics
CTAS,CINTAS CORP,Industrials,Business Services
CTIC,CTI BIOPHARMA CORP,Healthcare,Biotechnology
CTLP,"CANTALOUPE, INC.",Technology,Application Software
CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturers
CTMX,"CytomX Therapeutics, Inc.",Healthcare,Biotechnology
CTOP,Ceetop Inc.,,
CTRE,"CareTrust REIT, Inc.",,
CTS,CTS CORP,Industrials,Engineering & Construction
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,Technology,Application Software
CTT,"CatchMark Timber Trust, Inc.",,
CTVA,"Corteva, Inc.",Basic Materials,Agriculture
CTXR,"Citius Pharmaceuticals, Inc.",,
CTXS,CITRIX SYSTEMS INC,Technology,Application Software
CUB,CUBIC CORP /DE/,Industrials,Aerospace & Defense
CUBE,CubeSmart,Real Estate,REITs
CULP,CULP INC,Industrials,Industrial Products
CUO,CONTINENTAL MATERIALS CORP,Industrials,Industrial Products
CUTR,CUTERA INC,Healthcare,Medical Devices
CUZ,Cousins Properties Inc,Real Estate,REITs
CVA,COVANTA HOLDING CORP,Industrials,Waste Management
CVCO,CAVCO INDUSTRIES INC.,Consumer Cyclical,Homebuilding & Construction
CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,Autos
CVLT,COMMVAULT SYSTEMS INC,Technology,Application Software
CVNA,CARVANA CO.,Consumer Cyclical,Retail - Apparel & Specialty
CVS,CVS HEALTH Corp,Healthcare,Health Care Plans
CVSI,"CV Sciences, Inc.",Consumer Cyclical,Travel & Leisure
CVT,CVENT HOLDING CORP.,Technology,Application Software
CVX,CHEVRON CORP,Energy,Oil & Gas - Integrated
CW,CURTISS WRIGHT CORP,Other,Diversified Holdings
CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Regulated
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Autos
CWRL,Cornerworld Corp,,
CWT,CALIFORNIA WATER SERVICE GROUP,Utilities,Utilities - Regulated
CXBS,"Corix Bioscience, Inc.",,
CXM,"Sprinklr, Inc.",Technology,Application Software
CXO,Concho Resources,Energy,Oil & Gas - E&P
CXP,"COLUMBIA PROPERTY TRUST, INC.",Real Estate,REITs
CXW,"CoreCivic, Inc.",Real Estate,Real Estate Services
CY,CYPRESS SEMICONDUCTOR CORP /DE/,Technology,Semiconductors
CYAN,CYANOTECH CORP,Consumer Defensive,Consumer Packaged Goods
CYCA,CYTTA CORP.,,
CYCC,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology
CYIG,"SPRING PHARMACEUTICAL GROUP, INC.",,
CYNK,Cynk Technology Corp.,,
CYNX,"CelLynx Group, Inc.",,
CYRP,CYBRA CORP,,
CZR,CAESARS ENTERTAINMENT Corp,Consumer Cyclical,Travel & Leisure
D,DOMINION RESOURCES INC /VA/,Utilities,Utilities - Regulated
DAL,DELTA AIR LINES INC /DE/,Industrials,Airlines
DALN,DallasNews Corp,Consumer Cyclical,Publishing
DAN,DANA INC,Consumer Cyclical,Autos
DAR,DARLING INGREDIENTS INC.,Industrials,Industrial Products
DASH,"DoorDash, Inc.",Technology,Application Software
DATA,Tableau Software Inc,Technology,Application Software
DBD,"DIEBOLD NIXDORF, Inc",Technology,Application Software
DBI,Designer Brands Inc.,Consumer Cyclical,Retail - Apparel & Specialty
DBRG,"DigitalBridge Group, Inc.",,
DBX,"DROPBOX, INC.",Technology,Application Software
DCI,DONALDSON CO INC,Industrials,Industrial Products
DCPH,"Deciphera Pharmaceuticals, Inc.",Healthcare,Biotechnology
DD,"DUPONT DE NEMOURS, INC.",Basic Materials,Chemicals
DDD,3D SYSTEMS CORP,Technology,Computer Hardware
DDE,DOVER DOWNS GAMING & ENTERTAINMENT INC,Consumer Cyclical,Travel & Leisure
DDMG,"Digital Domain Media Group, Inc.",,
DDOG,"Datadog, Inc.",Technology,Application Software
DDS,"DILLARD'S, INC.",Consumer Cyclical,Retail - Apparel & Specialty
DE,DEERE & CO,Industrials,Farm & Construction Machinery
DEA,"Easterly Government Properties, Inc.",Real Estate,Real Estate Services
DECK,DECKERS OUTDOOR CORP,Consumer Cyclical,Retail - Apparel & Specialty
DEI,Douglas Emmett Inc,Real Estate,Real Estate Services
DELL,Dell Technologies Inc.,Technology,Computer Hardware
DEN,DENBURY INC,Energy,Oil & Gas - E&P
DENN,DENNY'S Corp,Consumer Cyclical,Restaurants
DESTQ,Destination Maternity Corp,Consumer Cyclical,Retail - Apparel & Specialty
DEVV,BIOSCIENCE NEUTRACEUTICALS INC,,
DFCO,DALRADA FINANCIAL CORP,Other,Diversified Holdings
DFODQ,DEAN FOODS CO,Consumer Defensive,Consumer Packaged Goods
DFS,Discover Financial Services,Financial Services,Credit Services
DFT,Dupont Fabros Technology Inc,Real Estate,REITs
DG,DOLLAR GENERAL CORP,Consumer Defensive,Retail - Defensive
DGTC,DGT Holdings Corp.,,
DGX,QUEST DIAGNOSTICS INC,Healthcare,Medical Diagnostics & Research
DHI,D. R. Horton,Consumer Cyclical,Homebuilding & Construction
DHR,DANAHER CORP /DE/,Healthcare,Medical Diagnostics & Research
DHRM,"Newegg Commerce, Inc.",,
DHX,"DHI GROUP, INC.",Industrials,Employment Services
DIA,SPDR Dow Jones Industrial Average ETF Trust,,
DIN,"DineEquity, Inc",Consumer Cyclical,Restaurants
DIS,The Walt Disney Company,Consumer Cyclical,Entertainment
DISCA,"Discovery Communications, Inc.",Consumer Cyclical,Entertainment
DISH,DISH Network CORP,Business Services,Communication Services
DIT,AMCON DISTRIBUTING CO,Industrials,Transportation & Logistics
DJCO,DAILY JOURNAL CORP,Consumer Cyclical,Publishing
DK,"Delek US Holdings, Inc.",Energy,Oil & Gas - Refining & Marketing
DKNG,DraftKings Inc.,Consumer Cyclical,Entertainment
DKS,DICKS SPORTING GOODS INC,Consumer Cyclical,Retail - Apparel & Specialty
DLB,"Dolby Laboratories, Inc.",Consumer Cyclical,Entertainment
DLPH,Delphi Technologies PLC,Consumer Cyclical,Autos
DLR,"Digital Realty Trust, Inc.",Real Estate,REITs
DLTH,DULUTH HOLDINGS INC.,Consumer Cyclical,Retail - Apparel & Specialty
DLTR,Dollar Tree,Consumer Defensive,Retail - Defensive
DLX,DELUXE CORP,Industrials,Business Services
DM,"Desktop Metal, Inc.",Industrials,Engineering & Construction
DMDW,DOMAIN MEDIA CORP,,
DMLP,"DORCHESTER MINERALS, L.P.",,
DMRC,Digimarc CORP,Technology,Application Software
DMTK,"DermTech, Inc.",Healthcare,Biotechnology
DNAY,"Codex DNA, Inc.",Healthcare,Biotechnology
DNB,"Dun & Bradstreet Holdings, Inc.",Industrials,Business Services
DNKN,"DUNKIN' BRANDS GROUP, INC.",Consumer Cyclical,Restaurants
DNOW,NOW Inc.,Energy,Oil & Gas - Services
DOC,Physicians Realty Trust,Real Estate,REITs
DOCN,"DigitalOcean Holdings, Inc.",Technology,Application Software
DOCU,DOCUSIGN INC,Technology,Application Software
DOMO,"DOMO, INC.",Technology,Application Software
DORM,"Dorman Products, Inc.",Consumer Cyclical,Autos
DOV,DOVER Corp,Industrials,Industrial Products
DOW,Dow Chemical,Basic Materials,Chemicals
DPLO,"Diplomat Pharmacy, Inc.",Healthcare,Drug Manufacturers
DPW,"Ault Global Holdings, Inc.",,
DPZ,DOMINOS PIZZA INC,Consumer Cyclical,Restaurants
DRE,Duke Realty Corp,Real Estate,REITs
DRI,DARDEN RESTAURANTS INC,Consumer Cyclical,Restaurants
DRIO,DarioHealth Corp.,,
DRQ,DRIL-QUIP INC,Energy,Oil & Gas - Services
DRTT,DIRTT ENVIRONMENTAL SOLUTIONS LTD,Consumer Cyclical,Manufacturing - Apparel & Furniture
DRVN,Driven Brands Holdings Inc.,,
DS,Drive Shack Inc.,Consumer Cyclical,Travel & Leisure
DSKE,"Daseke, Inc.",Industrials,Transportation & Logistics
DT,"Dynatrace, Inc.",Technology,Application Software
DTE,DTE Energy Co.,Utilities,Utilities - Regulated
DTEA,DAVIDsTEA Inc.,,
DTIL,PRECISION BIOSCIENCES INC,,
DTM,"DT Midstream, Inc.",Energy,Oil & Gas - Midstream
DTRM,"DETERMINE, INC.",Technology,Application Software
DUK,Duke Energy CORP,Utilities,Utilities - Regulated
DUOL,"Duolingo, Inc.",Consumer Cyclical,Travel & Leisure
DVA,DAVITA INC.,Healthcare,Health Care Providers
DVAX,DYNAVAX TECHNOLOGIES CORP,Healthcare,Biotechnology
DVN,DEVON ENERGY CORP/DE,Energy,Oil & Gas - E&P
DWACU,Digital World Acquisition Corp.,,
DX,DYNEX CAPITAL INC,,
DXC,DXC Technology Co,Industrials,Business Services
DXCM,DEXCOM INC,Healthcare,Medical Diagnostics & Research
DXLG,"DESTINATION XL GROUP, INC.",Consumer Cyclical,Retail - Apparel & Specialty
DXPE,DXP ENTERPRISES INC,Industrials,Industrial Distribution
DY,DYCOM INDUSTRIES INC,Industrials,Engineering & Construction
DYN,"Dyne Therapeutics, Inc.",Healthcare,Biotechnology
DYNT,DYNATRONICS CORP,Healthcare,Medical Devices
DYN_delist,DYNEGY INC.,Utilities,Utilities - Independent Power Producers
DZSI,DZS INC.,Technology,Communication Equipment
EA,ELECTRONIC ARTS INC.,Technology,Application Software
EAF,GRAFTECH INTERNATIONAL LTD,Industrials,Industrial Products
EAR,"Eargo, Inc.",,
EAST,"Eastside Distilling, Inc.",Consumer Defensive,Beverages - Alcoholic
EAT,"BRINKER INTERNATIONAL, INC",Consumer Cyclical,Restaurants
EB,"Eventbrite, Inc.",Technology,Application Software
EBAY,EBAY INC,Consumer Cyclical,Retail - Apparel & Specialty
EBF,"ENNIS, INC.",Industrials,Industrial Products
EBIX,EBIX INC,Technology,Application Software
EBS,Emergent BioSolutions Inc.,Healthcare,Drug Manufacturers
ECA,ENCANA CORP,Energy,Oil & Gas - E&P
ECL,Ecolab Inc.,Basic Materials,Chemicals
ECYT,ENDOCYTE INC,Healthcare,Biotechnology
ED,Consolidated Edison,Utilities,Utilities - Regulated
EDIT,"Editas Medicine, Inc.",,
EDNT,"Vinco Ventures, Inc.",,
EE,EL PASO ELECTRIC CO /TX/,Utilities,Utilities - Regulated
EEFT,EURONET WORLDWIDE INC,Industrials,Business Services
